Highbridge Park,Lobby and Gym,Limited Free,Spectrum,https://www.nycgovparks.org/parks/highbridge-park/facilities/wifi, Center of Highbridge Park,40.84439061150, -73.93160645470 
Holcombe Rucker Park,Entire Park,Free,AT&T,https://www.nycgovparks.org/parks/holcombe-rucker-park/facilities/wifi, Center of Holcombe Rucker Park,40.82919125970, -73.93609580790 
Imagination Playground,Imagination Playground,Partner site,BID,https://www.nycgovparks.org/parks/imagination-playground/facilities/wifi,NaN,NaN,NaN
J. Hood Wright Park,North side of park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/j-hood-wright-park/facilities/wifi, Center of J Hood Wright Park,40.84648034610, -73.94126363140 
J. Hood Wright Park,CRC Gym Multipurpose Room,Limited Free,Spectrum,https://www.nycgovparks.org/parks/j-hood-wright-park/facilities/wifi, Center of J Hood Wright Park,40.84648034610, -73.94126363140 
Jackie Robinson Park,Bandshell,Limited Free,Spectrum,https://www.nycgovparks.org/parks/jackie-robinson-park_manhattan/facilities/wifi, Center of Jackie Robinson Park,40.82640095220, -73.94123106470 
Jackie Robinson Park,Library CRC Gym,Limited Free,Spectrum,https://www.nycgovparks.org/parks/jackie-robinson-park_manhattan/facilities/wifi, Center of Jackie Robinson Park,40.82640095220, -73.94123106470 
Jackson Square,Entire Park,Partner site,BID,https://www.nycgovparks.org/parks/jackson-square/facilities/wifi, Center of Jackson Square,40.73897119880, -74.00287420930 
James J Walker Park,James J Walker Park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/james-j-walker-park/facilities/wifi, Center of James J Walker Park,40.72977730640, -74.00611025710 
Tony Dapolito Recreation Center,Lobby CRC Afterschool Room and Gym,Limited Free,Spectrum,https://www.nycgovparks.org/parks/tony-dapolito-recreation-center/facilities/wifi, Center of Tony Dapolito Recreation Center,40.72960406360, -74.00541853020 
Madison Square Park,South side of park,Partner site,BID,https://www.nycgovparks.org/parks/madison-square-park/facilities/wifi, Center of Madison Square Park,40.74220406830, -73.98787208980 
Madison Square Park,Entire Park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/madison-square-park/facilities/wifi, Center of Madison Square Park,40.74220406830, -73.98787208980 
Marcus Garvey Park,Amphitheater,Free,AT&T,https://www.nycgovparks.org/parks/marcus-garvey-park/facilities/wifi, Center of Marcus Garvey Park,40.80450635920, -73.94366340460 
Marcus Garvey Park,Outside Pelham Fritz near baseball field,Limited Free,Spectrum,https://www.nycgovparks.org/parks/marcus-garvey-park/facilities/wifi, Center of Marcus Garvey Park,40.80450635920, -73.94366340460 
Marcus Garvey Park,Library CRC Dining Hall Baseball Diamond,Limited Free,Spectrum,https://www.nycgovparks.org/parks/marcus-garvey-park/facilities/wifi, Center of Marcus Garvey Park,40.80450635920, -73.94366340460 
Morningside Park,Near 112th St ballfields,Limited Free,Spectrum,https://www.nycgovparks.org/parks/morningside-park/facilities/wifi, Center of Morningside Park,40.80690815520, -73.95804851580 
Morningside Park,Near 116th St playground and comfort station,Limited Free,Spectrum,https://www.nycgovparks.org/parks/morningside-park/facilities/wifi, Center of Morningside Park,40.80690815520, -73.95804851580 
Morningside Park,Near 123rd St playground,Limited Free,Spectrum,https://www.nycgovparks.org/parks/morningside-park/facilities/wifi, Center of Morningside Park,40.80690815520, -73.95804851580 
Richard Tucker Park,Entire Park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/richard-tucker-square/facilities/wifi, Center of Richard Tucker Park,40.77351776650, -73.98187727190 
Riverside Park South,Along waterfront from W 72nd St to W 78th St,Limited Free,Spectrum,https://www.nycgovparks.org/parks/riverside-park-south/facilities/wifi, Center of Riverside Park South,40.77827140190, -73.99017259010 
Riverside Park South,Along waterfront near Pier i Cafe,Limited Free,Spectrum,https://www.nycgovparks.org/parks/riverside-park-south/facilities/wifi, Center of Riverside Park South,40.77827140190, -73.99017259010 
Stuyvesant Square,Entire Park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/stuyvesant-square/facilities/wifi, Center of Stuyvesant Square,40.73382217850, -73.98442266260 
The High Line,Near W 23rd St,Free,AT&T,https://www.nycgovparks.org/parks/the-high-line/facilities/wifi, Center of The High Line,40.74741056130, -74.00509981540 
Thomas Jefferson Park,Entire Park,Free,AT&T,https://www.nycgovparks.org/parks/thomas-jefferson-park/facilities/wifi, Center of Thomas Jefferson Park,40.79307081250, -73.93528922290 
Thomas Jefferson Park,Outside Thomas Jefferson Recreation Center,Limited Free,Spectrum,https://www.nycgovparks.org/parks/thomas-jefferson-park/facilities/wifi, Center of Thomas Jefferson Park,40.79307081250, -73.93528922290 
Thomas Jefferson Park,Lobby CRC Classrooms and Fitness Rooms,Limited Free,Spectrum,https://www.nycgovparks.org/parks/thomas-jefferson-park/facilities/wifi, Center of Thomas Jefferson Park,40.79307081250, -73.93528922290 
Tompkins Square Park,Around the Field House,Free,AT&T,https://www.nycgovparks.org/parks/tompkins-square-park/facilities/wifi, Center of Tompkins Square Park,40.72643827470, -73.98169180050 
Union Square Park,Entire park,Partner site,BID,https://www.nycgovparks.org/parks/union-square-park/facilities/wifi, Center of Union Square Park,40.73598137040, -73.99042260510 
Verdi Square,Entire Park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/verdi-square/facilities/wifi, Center of Verdi Square,40.77917172400, -73.98150451710 
Vietnam Veterans Plaza,Entire park,Partner site,BID,https://www.nycgovparks.org/parks/vietnam-veterans-plaza/facilities/wifi, Center of Vietnam Veterans Plaza,40.70252841850, -74.00984482350 
Washington Square Park,Entire park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/washington-square-park/facilities/wifi, Center of Washington Square Park,40.73088189200, -73.99759193440 
Riverside Park,West 79th St Boat Basin in Riverside Park,Limited Free,Spectrum,https://www.nycgovparks.org/parks/riverside-park/facilities/wifi, Center of Riverside Park,40.79668793010, -73.97603757660 
West Harlem Piers,West Harlem Piers in Riverside Park at W 131st St,Limited Free,Spectrum,https://www.nycgovparks.org/parks/west-harlem-piers/facilities/wifi,NaN,NaN,NaN
